region,id,min_date,max_date,n_days
Estonia,4QWbJNAWatPr3j065e3N7H,2021-09-24,2022-02-11,141
Bulgaria,2pwj1MjlVgRbVcWjk3PEBd,2021-04-30,2021-07-02,39
Honduras,35KmOEIUqAGn02t7n4qaIr,2020-03-20,2021-02-27,325
Canada,6IpvkngH89cA3hhPC84Leg,2018-08-10,2018-08-11,2
Belgium,13HsOwrwTA5HgLuoaDHncP,2021-06-25,2021-06-25,1
Singapore,2DlIwu1iDTILEMXA7MUotn,2017-10-13,2017-10-23,11
Poland,1kz9a42NFHWqjOHWgvzFYl,2017-05-22,2017-05-23,2
Greece,7rJkiUVJoxMKvhsLe8JCIG,2021-07-16,2021-07-16,1
Malaysia,47EWMOElkkbMp5m9SBkx7d,2020-05-14,2021-02-19,233
Denmark,4oy2Y7KpSVL01zfomkDdct,2019-11-08,2019-11-08,1
Costa Rica,7cfvP13Bqb1EyCZQiYsLum,2018-06-29,2018-07-04,6
Ukraine,2kqnQCChvRpDRAasIwc4Rh,2020-07-15,2020-07-17,3
Poland,7CmzIQOpTVf7VHd1dnqPlU,2021-10-22,2022-02-11,109
Belgium,0B9SlPXrCLfLt1TngOYIOs,2020-04-21,2020-05-13,17
Peru,2rDZhKnPaPG054ExZ6nXUS,2022-01-21,2022-02-11,22
Switzerland,6JsfvqClYnc2R5yZ67C2ch,2017-08-18,2017-08-18,1
Germany,3MdXljQymY43YwHw1N0lOd,2018-08-01,2018-09-12,8
Bulgaria,0BGwAKW4u8kWOhWFflZxfl,2021-05-28,2021-09-09,104
Turkey,2cGxRwrMyEAp8dEbuZaVv6,2021-02-23,2021-02-25,3
Slovakia,6GlcQlG75JcshmzjJFSwRX,2020-02-21,2020-03-05,14
Lithuania,0BlY60NrN0fFWbdW3RW40q,2017-12-08,2017-12-08,1
Ireland,40YcuQysJ0KlGQTeGUosTC,2017-01-01,2017-01-05,5
Ireland,67EY6aDoIx8czEPS6a2AaI,2017-02-09,2018-02-15,19
Honduras,6mm3K0yWp6uzfOMuipM9Zh,2021-06-15,2021-06-26,3
Italy,6D0b04NJIKfEMg040WioJQ,2017-06-05,2017-06-28,21
Ireland,0OR2XANjM8mKn4jTFnXowL,2019-03-28,2019-03-28,1
Morocco,1Nyh4t2z67Lp7kiTDccWtu,2019-11-15,2021-02-08,403
Sweden,19nJ4Tvu8BOwUfzKdWTXHZ,2020-03-13,2020-05-07,56
Spain,6k2900NjJeVqZM55G3Danu,2018-07-07,2018-07-12,2
Costa Rica,6Bc48Fgqgb6j4K6JdkZTNk,2019-02-28,2019-04-18,50
Colombia,4NmE2ytXI8S2svTRSmEdpO,2019-08-09,2019-08-09,1
Czech Republic,0gb1J5UrTpzaU1s3nupgCd,2017-01-01,2017-06-04,108
United States,22ryCgQttpV7oCrn7llGRu,2018-05-18,2018-05-23,6
Romania,0c7K73roy6RW4ebDkf4yGh,2019-09-15,2019-11-21,68
Guatemala,0OEQGwBfL4b9KX0RwfOiW6,2017-03-31,2017-06-10,69
Viet Nam,7MuEFZUIQixuaT7nItmz8I,2018-05-25,2018-05-25,1
Norway,3UjSOJ00E1eLMcayBm827Q,2017-05-13,2017-05-18,6
Ireland,15kQGEy89K8deJcZVFEn0N,2018-09-21,2018-11-01,42
El Salvador,5eAxAmSqRIRorA9Vu1luzI,2019-12-24,2020-01-01,3
Egypt,1mXkCTDFDTqIbjbfMN2qjW,2020-01-14,2020-01-27,14
Czech Republic,6rQSrBHf7HlZjtcMZ4S4bO,2017-01-12,2017-01-27,3
Iceland,2W6SuIoSMtq00I1amS7wpr,2019-05-31,2019-05-31,1
Chile,7ccoyhNAr3OY5IQsvpQnck,2021-12-29,2022-02-11,44
France,1oHh0DAi8nJDORn90H97QA,2017-10-27,2022-01-06,343
Japan,3wqKXBJgscxJy3ZWfNe4uG,2018-02-05,2018-02-05,1
Portugal,33IOhptvC2Qoy2UhjiHXLV,2018-03-23,2018-09-13,175
Argentina,7emaYglDWhc3lznTFTHUI4,2019-02-26,2019-03-12,8
France,3y3ETHdROKMyV0NsJItsau,2017-05-07,2017-05-09,3
Belgium,4h8VwCb1MTGoLKueQ1WgbD,2018-07-03,2020-04-23,368
Iceland,5lkpeJwmQKgY3bX2zChjxX,2021-10-15,2021-11-23,35
United States,3clw56k8jqFaXnwdejV4Yo,2018-07-20,2018-07-20,1
Taiwan,2F5RaL5gh6tBFyAVudaIqs,2020-07-11,2022-02-11,551
Poland,1GyUyUFe90GoumONdrvyrd,2017-04-20,2018-05-06,317
Belgium,5qrSlOut2rNAWv3ubArkNy,2019-05-08,2022-02-10,888
Netherlands,3edzl4zvKFi0D3iuF6cs2f,2018-10-12,2018-10-18,7
Singapore,0dnkOK5hGUCmIJ7FDF0yHz,2021-08-02,2021-10-29,82
Denmark,3R8BGcRIwtGw35K3fW1RWT,2020-10-16,2020-10-19,4
Germany,3z7kfFpCcmYYdyi4qGdW82,2017-11-03,2017-12-05,31
Czech Republic,6ju3FaV3aVLzGzwERKZuFK,2017-12-12,2017-12-13,2
"Korea, Republic of",34chhNX59Wo9HMFCsI3K8Y,2021-07-09,2021-07-18,8
Taiwan,6XXYdF6pJR1K3wKvuxmu7n,2020-02-21,2020-02-27,7
Peru,0GrGfs8ldZRWOrksG5uraH,2019-05-10,2019-05-16,7
Czech Republic,6ZIuit0z4eQg77F1RGkp0L,2018-07-11,2018-09-11,63
France,4sym3xl7tihTCh1qy3cc3E,2019-04-05,2019-04-10,6
Denmark,1ErxjHbsuxFU9XZz0Aauto,2018-11-16,2019-01-17,34
Denmark,1jzIJcHCXneHw7ojC6LXiF,2018-10-09,2018-10-09,1
Italy,14MtHG9frDDCwM6RTjvjCt,2017-12-03,2017-12-21,19
United Kingdom,3kGfazcbVvVkuZunzlLgTD,2017-06-09,2018-09-21,437
Argentina,4EROxQ47IZNf5fOFC3MbA0,2021-12-01,2022-01-13,13
Taiwan,22RxilGS5NSRe2ELlyKeTi,2017-09-03,2017-09-03,1
Ireland,1BxfuPKGuaTgP7aM0Bbdwr,2019-08-23,2019-09-18,27
South Africa,4Ta3PhWmY50ZLU1uhKFKPE,2019-10-04,2019-11-07,34
Argentina,5UEnHoDYpsxlfzWLZIc7LD,2017-12-16,2018-03-01,61
Germany,4JWQC6gyYoPRnxRxk0ta2M,2019-02-22,2019-02-24,2
Taiwan,1gaFKCdm2gGinhSz5NjSzG,2017-11-03,2017-11-03,1
Belgium,2O3MQ6H3gjrIWDcpeTrikT,2021-12-23,2021-12-26,4
Portugal,4G8gkOterJn0Ywt6uhqbhp,2018-09-03,2018-09-07,5
Panama,5kfNriitmkNE8mUbZ7gbq8,2019-01-21,2019-02-01,6
Colombia,67BtfxlNbhBmCDR2L2l8qd,2021-04-12,2021-09-16,158
Poland,3ActvlxYR8Jrqe7rxDHm7q,2017-04-21,2017-04-21,1
Switzerland,08SB2OtZkaliju77WYEKxk,2021-11-05,2021-11-05,1
Paraguay,2QyuXBcV1LJ2rq01KhreMF,2020-02-22,2020-08-21,7
Belgium,6WBPdOrzwCo3AXg2kGGD7x,2017-01-01,2018-01-01,156
Spain,2L9QLAhrvtP4EYg1lY0Tnw,2018-12-24,2020-12-25,4
Germany,1RypvRWKyTlSe0i2JtrVrm,2017-11-03,2017-11-06,4
Finland,4xBjsLUSjcx2h7PcRikpQp,2017-08-04,2017-08-10,6
Hungary,4h8VwCb1MTGoLKueQ1WgbD,2018-07-03,2020-04-21,146
Estonia,76TRCnbYfo9GU5DPsZ1uI9,2021-05-19,2021-05-30,12
Egypt,4K2pAuLsgtzVHru4WkQjJz,2021-12-19,2022-02-11,55
Estonia,7sWRlDoTDX8geTR8zzr2vt,2019-09-16,2019-10-11,23
Italy,5dcyltc1ataieXIeTqhH3t,2018-06-29,2020-10-06,356
Colombia,7anSoGdgtmJTAPZBzcPhO6,2019-05-10,2020-07-28,435
United States,322tcqPhma7F6hfCeLisx0,2019-08-02,2019-10-24,82
Latvia,41FPhr343g9HharSTofnzp,2021-12-02,2021-12-03,2
Slovakia,3atRyyJm1OThMHqQWBCdNR,2019-09-27,2019-10-04,8
Taiwan,5wJsFkDUeWzWTfr9jjy3SV,2018-04-27,2018-05-05,6
Hungary,6H98N10OCmld8m5XyyulO3,2019-02-01,2019-02-01,1
India,1XnpzbOGptRwfJhZgLbmSr,2020-10-02,2020-12-08,63
Australia,3DXncPQOG4VBw3QHh3S817,2017-04-28,2018-06-08,357
Germany,0v1x6rN6JHRapa03JElljE,2020-08-21,2020-08-30,10
Dominican Republic,6y6k14YN6MbKpGIv1Rk00Q,2020-06-26,2020-06-26,1
Thailand,17XAflpcfsWEYbZ2moVBww,2018-11-26,2018-11-27,2
Greece,1ipE3bBLWeLkIvxWUaxpSu,2017-09-29,2017-09-29,1
Poland,3JJL91ilRV6fXhKqu0FGXs,2021-06-25,2021-06-25,1
United States,6mapJIPnQ23RTAevUoE0DL,2017-01-01,2018-01-21,353
Brazil,3mvE3LbkskNnoK5p38Rvlv,2017-07-10,2017-07-19,7
Lithuania,3dl8bSF08LQfCf4T6CCksf,2020-12-25,2020-12-25,1
Lithuania,1XJ93XskwJf7PCyIVLbNBt,2019-01-25,2019-02-13,4
France,1qfAZC4zkXPDjmwE8VOHkE,2020-07-10,2020-07-16,7
Ecuador,5yJCrSdwrLFzboxg0z9xMd,2017-11-10,2018-05-13,177
Austria,2qpZjutAe3pstQsjwSXQb4,2020-08-28,2022-02-11,509
Ireland,5s9ZfQasBGM8YLNAhXx7or,2018-03-23,2018-09-27,189
Czech Republic,4ZT9FnbFu1PaBfV3itxiqT,2019-03-01,2019-03-04,4
Iceland,79a2ejVzj2SpXkpWdfv1Co,2018-12-24,2018-12-24,1
Philippines,5SxkdsY1ufZzoq9iXceLw9,2018-04-20,2018-08-16,119
Russian Federation,0VVa11kcXBGm99NgSiF8Rx,2021-10-21,2021-12-16,56
South Africa,0GGfGINoVYiSFXPOjg3RHj,2021-09-15,2021-10-11,17
Hong Kong,1do19oYzfRveGdVn99thgq,2018-04-27,2018-04-27,1
Ireland,4EmunTy7kNBYQivOa8F6b8,2020-01-17,2020-01-23,7
Paraguay,35nO174gX5eCh9mPWvUe3s,2021-06-04,2021-06-30,18
Thailand,5YFjjpnRuzrewr7n5ynrSt,2018-04-30,2018-06-16,48
Sweden,2pYnKvm0FSeEDySBL0TTIk,2021-06-08,2021-07-13,35
Denmark,3njZlgsB9MI6DVTg8wDPsg,2017-09-01,2017-09-01,1
Norway,0oPOuDmmkVp3h6puekhs6P,2019-10-25,2019-11-05,12
Chile,3gcAbJ38vIQvT6No64cIcn,2018-12-21,2019-02-20,53
Hong Kong,0iWCmxtYEVCcJlvOPQbPj7,2021-09-17,2021-09-23,5
Malaysia,6sOBI67H8F3S1cNS6CM5p7,2018-06-10,2018-06-10,1
Norway,7IWTIkiWGWNQyYfOLdMrGD,2018-09-14,2018-12-13,86
Israel,3VGIJ7GHZ6Etd1w0UxCmy3,2021-05-07,2021-05-07,1
Italy,0N6QZADGv1zv3JbVIX6ctx,2020-11-09,2021-02-11,74
Colombia,5OaRJf9EwZVWDJYyD7X1KN,2021-02-05,2021-02-08,3
Spain,5PIBgH1cUFwu5IiUk9tnN9,2017-12-16,2017-12-18,3
Singapore,1ggYjU6zdFHgANcku82boU,2020-09-25,2020-09-29,5
Iceland,7JIEk1wIbLuyfghULflJOT,2018-10-15,2018-10-18,4
Thailand,0OBPjif46Jbz7c4xIqiBEw,2019-03-13,2020-12-09,614
Morocco,6gBFPUFcJLzWGx4lenP6h2,2020-04-20,2021-05-13,318
Guatemala,30H8IQQ6cjK0qT0AzCJdYd,2018-07-20,2018-07-22,3
Nicaragua,11TOawKb47rRFpkksPr9JZ,2020-12-24,2021-12-25,4
Sweden,4vzJrkfHbCGaodPA5RY5BV,2021-03-15,2021-05-20,29
Peru,2xjcDF21U2ccgE2LEeiMbf,2017-01-01,2017-04-15,86
Belgium,1dPNJDYuW9QAtkOpK3eBvO,2021-08-29,2021-09-02,5
Israel,4dTiQezDWmEOWcdCbWVWMp,2019-03-16,2019-03-17,2
New Zealand,6letGsy9pQEAiVt0VLJIWg,2021-10-15,2021-10-17,2
Austria,67BtfxlNbhBmCDR2L2l8qd,2021-04-12,2021-09-16,158
Romania,1zi7xx7UVEFkmKfv06H8x0,2019-12-31,2019-12-31,1
Slovakia,7bY46N3TX0RaYBpidLIwB6,2021-06-25,2021-07-04,10
El Salvador,7f6WbkYGp8cbFf04qlCqWi,2017-01-01,2022-01-01,19
Germany,1As8f8iPGCx0evpgY0xrka,2020-08-21,2020-09-03,14
Denmark,1SV1fxF65n9NhRHp3KlBuu,2020-12-06,2021-12-26,58
Paraguay,2Q7KYjCv7XaLc0KRGY9m50,2021-03-12,2021-08-26,166
Thailand,6WWkxd4VNqyJSyviO7twd7,2018-09-17,2018-09-23,7
Romania,2fuCquhmrzHpu5xcA1ci9x,2018-11-04,2019-06-16,130
France,72sNoilzbclWcY1eRVAaJr,2021-11-12,2021-11-25,14
Hong Kong,18Ey2CGtr5TkKbblJIwVMa,2017-01-21,2017-01-25,5
South Africa,29OIRNDUGLfk8sQ5PZBXGZ,2019-08-09,2019-08-09,1
Latvia,19Xw5OUBkywzZ0Jk87pctN,2017-10-19,2017-10-25,6
Austria,37RIgeoCiOwgrVC4iR6HaN,2020-10-30,2020-11-07,9
Austria,3jCMdvc8bFOKChETbFV9Zc,2019-12-06,2020-11-21,272
Chile,7qq0EOPW4RRlqdvMBmdd73,2020-10-02,2020-10-05,4
New Zealand,63cd4JkwGgYJrbOizbfmsp,2019-01-18,2019-06-27,159
Taiwan,1gm616Plq4ScqNi7TVkZ5N,2018-03-30,2018-06-18,81
Norway,0bcEHhsuLRDm712CQHomdm,2017-11-20,2017-11-20,1
Chile,1HjpnKN5vfceRgV7fa1DJA,2020-02-07,2020-02-07,1
Greece,5OOkp4U9P9oL23maHFHL1h,2017-01-01,2017-04-01,53
Poland,2ZdGQM3n1C8tp1ONals4K3,2017-11-03,2017-11-15,13
Norway,0ezwvY7TkCwDEkKR49084k,2021-06-11,2021-06-11,1
Sweden,4IvenHmD0spfFDOKphoUDp,2018-06-29,2018-07-05,7
Sweden,2Ai01uQetYJxNXzNTMUDOl,2020-09-09,2020-09-22,12
Hungary,0RiRZpuVRbi7oqRdSMwhQY,2019-09-16,2022-01-05,421
Australia,0IH3D0P8OrQFs6ajcqbm0R,2019-04-26,2019-04-26,1
India,0rIAC4PXANcKmitJfoqmVm,2019-08-17,2019-09-18,13
South Africa,1xJTW86sJ1OoloXeOret6t,2019-07-26,2019-09-08,45
United States,7x4ASXYEKfQBCewcZhK776,2020-08-22,2020-09-24,33
Australia,0KJEIWTEKMfBL2J7Sn3X5I,2018-01-27,2018-01-27,1
Morocco,0HhJkBC9NC5rYwWsxCB16d,2020-09-18,2021-03-04,168
France,7HnZCmNXgva6N3kZiK0NTn,2020-01-03,2020-10-13,285
Slovakia,2Mfv5HaqnI18Q9JRv9hqnn,2020-01-17,2020-01-23,7
Germany,5xs4Qo54MrbvodznHUWO6o,2017-03-05,2017-03-05,1
Hungary,3CVb6hkMrlF7eHhXi5B3PZ,2021-04-21,2021-05-25,32
South Africa,10Igtw8bSDyyFs7KIsKngZ,2018-04-20,2018-06-22,20
United Kingdom,6cPyTS0Kk2sc4xQwC93kOg,2017-04-07,2017-05-02,15
Germany,5emKGy4hZXx4pkdd6Qi3te,2020-11-17,2020-11-21,5
Philippines,7sTtHHrD0zDpmzQzH3zegz,2018-01-12,2018-01-15,4
Czech Republic,3h1EREJfCwyv6cG7CGak5d,2018-12-15,2020-12-24,14
Colombia,6b2oQwSGFkzsMtQruIWm2p,2017-11-29,2019-09-24,68
Czech Republic,0Cnb8XdGDMHAmIRBUJMkIS,2021-07-06,2021-07-26,2
United Kingdom,13wNEvWmBsWaWVtiLPRIW5,2018-03-30,2018-04-18,20
Philippines,2BcMwX1MPV6ZHP4tUT9uq6,2021-09-03,2021-09-04,2
Singapore,2tI4WyzqOOwC23S5m0kqcB,2020-12-04,2021-02-11,70
Slovakia,2LuvPGThT4KA2eZOxa4ZP4,2019-02-08,2019-02-08,1
Japan,3I5W8iA8iZAyO62UVceK3F,2021-11-29,2021-11-29,1
Finland,588Ai6n862vJTRriIV4UNG,2019-08-30,2019-09-25,25
United States,06Vthiq8nNDuT5nOcch535,2018-09-14,2018-09-14,1
Iceland,1ZM9yDgN3ublxghqWFyDfu,2021-06-04,2021-06-04,1
Taiwan,0cnuZSc7VIU5MR9eMpGn4M,2017-03-24,2017-03-24,1
Costa Rica,6csZYoffpZ7iuSw83x2zVy,2018-01-20,2018-02-19,10
United Kingdom,1sTDW7kALobTFVctlaSHC4,2018-08-10,2018-08-10,1
Argentina,0IqCoZ168iRc9LqfrYgpZy,2021-07-14,2022-02-11,213
Indonesia,6eIygPhGcBFKKcxlGTJlY0,2017-01-20,2017-01-25,6
Finland,239yM7BAQ2CkNc61ogPGXo,2021-07-16,2021-07-16,1
Austria,3rOSwuTsUlJp0Pu0MkN8r8,2017-02-24,2017-11-07,252
Thailand,1rgnBhdG2JDFTbYkYRZAku,2019-08-16,2020-08-08,354
Ireland,0vV9YZ2X6jgkDq7ZjvrAcb,2020-11-13,2020-11-13,1
Netherlands,1M47kOa9boubwQKYm1TPRZ,2018-07-20,2018-07-30,11
Japan,3B6E0mV5MLYcnGRO2CPbCE,2020-08-05,2020-08-05,1
Ireland,7j31rVgGX9Q2blT92VBEA0,2018-08-23,2021-10-11,6
Global,1iSZPndzmY6NvL1jAtIvY1,2018-06-29,2018-07-19,21
Lithuania,2iES5ck2jsznpywJWMMzWR,2020-09-25,2020-09-29,5
Indonesia,6HU7h9RYOaPRFeh0R3UeAr,2021-05-21,2022-02-11,267
Bolivia,1Vej0qeQ3ioKwpI6FUbRv1,2017-07-21,2017-07-21,1
United Arab Emirates,6kls8cSlUyHW2BUOkDJIZE,2019-06-30,2020-04-16,165
Spain,5EBtY2shIV1vmY4bnvvV6T,2020-04-10,2020-04-10,1
Dominican Republic,2fEk1OyR97OqUEhsanmmnY,2018-02-26,2018-07-14,47
New Zealand,6Kj17Afjo1OKJYpf5VzCeo,2020-05-01,2020-05-21,21
Taiwan,6C2BUJcHeWqFX7uKBDWXoT,2020-03-03,2020-03-09,6
Hungary,28aEiMfveru430xmXhDCy3,2019-08-23,2019-08-26,3
Portugal,1fPnUpoXCpD2NDI4vPVeLw,2020-04-10,2020-04-10,1
Portugal,3AJwUDP919kvQ9QcozQPxg,2021-02-07,2022-02-10,85
Poland,57QXXEBy5apjgxsyXSb8YE,2018-07-17,2018-09-24,65
United Kingdom,4fzsfWzRhPawzqhX8Qt9F3,2021-07-15,2021-09-01,2
Argentina,2lYjH3ZbCrW7CHmSRvVCN3,2018-04-12,2018-04-12,1
Taiwan,7pdF27mSDuPWhppnHAmWHa,2018-12-09,2019-01-15,21
Chile,4eWQlBRaTjPPUlzacqEeoQ,2018-01-12,2018-04-03,49
Sweden,7eADSAqOF249HKPqOkLhZN,2018-10-26,2018-11-27,32
Australia,0EQMrxdeiBhry9JCxskko3,2018-08-25,2018-08-26,2
Peru,730gfBUwEpyruhbSvDuytR,2021-09-24,2021-12-31,75
Australia,51wrmElSLxFzc0vSQPeTxs,2018-05-25,2018-06-24,29
Poland,7bQO6BKm7fJxJmg0A9qIoo,2019-01-31,2019-03-14,43
Germany,5b195aHKKd6oTr4f7DoRCo,2019-06-14,2019-08-24,71
Singapore,4Is1b37KJY9XVCgzp81FBW,2018-06-27,2018-10-18,114
Switzerland,3sZOiHgkXpDcilUBtHSixK,2021-11-05,2021-11-05,1
Hungary,5Vzpmk27VQ9M77SCkSkERq,2019-12-13,2019-12-13,1
Estonia,0ZGHCIFlJWqwB4TpG8LFbe,2022-01-17,2022-01-21,5
South Africa,5Z9KJZvQzH6PFmb8SNkxuk,2021-09-17,2022-02-11,148
Taiwan,51PYzHOuwTngW2whaPoYFW,2017-01-01,2022-01-19,1412
Iceland,5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,2019-06-07,147
Ecuador,1TEL6MlSSVLSdhOSddidlJ,2019-02-08,2019-02-12,5
Brazil,1G60NjxeOS7veR1EXuKPaW,2019-05-11,2020-05-28,375
Bulgaria,6gBFPUFcJLzWGx4lenP6h2,2019-10-04,2022-02-11,745
Hong Kong,6txVOdSbg928oeGhlVUrdK,2021-09-17,2021-09-17,1
Belgium,7ef4DlsgrMEH11cDZd32M6,2018-04-06,2022-01-01,785
Malaysia,5dntGTbUtmUO239wQ0k3yM,2020-11-30,2021-03-08,93
Peru,17UUYZ290omPaJY4wKeyHh,2018-08-24,2018-12-18,116
Germany,7iAgNZdotu40NwtoIWJHFe,2020-10-02,2020-10-08,7
Taiwan,5pfjhP60YDeLsNGQholUYr,2019-06-05,2019-06-24,2
Belgium,4U9arGcc4ATa7shChhLQP0,2017-08-25,2017-08-25,1
Global,11VApNQCWLJdzxWrlmwzUa,2020-05-01,2020-06-30,61
New Zealand,2S1LebN6AXXQqJolBxlWgO,2019-04-20,2019-07-14,84
Ireland,3XaNHbNa9Chz9plhRpcaof,2018-06-16,2018-06-18,3
Thailand,1cOyWWUr3oXJIxY0AjJEx9,2019-04-29,2019-05-10,5
Poland,3zJw3rugfpVrmBeDDnUYzy,2017-12-02,2019-12-26,77
Singapore,728zbo72kOoYdGR3AhNsyF,2017-01-06,2017-01-14,3
Denmark,4BHzHISX21PYwGXiBEUQ70,2018-01-26,2018-01-27,2
Norway,4eNOLmx8r2IJAVKvBBL1jv,2021-04-02,2021-05-05,27
Germany,6y4nvDn87SH0mLln0jEFmk,2020-12-11,2021-01-17,4
Indonesia,74ODGXs4byLTRdnKGM4s6E,2017-06-29,2018-04-02,241
Greece,01DOm09B2AbiTARAbXVI6g,2019-04-09,2019-04-25,17
Bulgaria,6WzmyuCCYrx8K4tuBI2Eq7,2020-02-02,2020-02-21,20
Spain,1OpqdXV4GPhsSkV5i9njeZ,2017-09-08,2018-04-23,174
Israel,6zzdyvVWjGrQBraSvuqJPY,2022-01-08,2022-01-09,2
Hong Kong,0BnTBAGmr9FtYwkZrwKhwS,2019-05-17,2019-06-13,24
Uruguay,72jbDTw1piOOj770jWNeaG,2017-01-13,2017-07-13,141
Switzerland,3NYSvGWpdCcGPuih3ue4g3,2020-07-24,2020-07-28,5
Mexico,0CokSRCu5hZgPxcZBaEzVE,2017-09-22,2017-11-14,49
Austria,6tmwEEqi4o7wpys88d0sqg,2017-05-07,2017-05-07,1
Mexico,3eGfb1IkcwXqYCwDnmQKYA,2018-05-15,2018-08-19,34
Russian Federation,0t1kP63rueHleOhQkYSXFY,2020-08-31,2020-11-19,81
Ireland,2iXBZ32Fz5VDCLeE0JIdX5,2017-03-09,2017-03-09,1
Egypt,5WellK8qTZHROwvouT35uA,2021-02-04,2022-01-19,235
New Zealand,2YzmfPLqUx5CJOaw5ThsBV,2018-02-15,2018-02-16,2
Greece,35kmxeXbcVtla48mfETADR,2019-03-15,2019-09-14,57
Poland,4KPYXZUCKYLEEcGmKN4Exs,2020-08-03,2021-01-09,129
Mexico,6srBp90EwADKAF7PorGiUC,2021-10-01,2022-02-11,131
Netherlands,73ThEGwF5i9GrsXXGyZBRa,2020-05-21,2020-07-02,11
Switzerland,2gPl0OSKeA4HrFnI07Ehmz,2021-11-19,2021-11-26,8
Malaysia,5Py8zRKGkZvgHniVVtvNCN,2020-02-14,2020-02-18,5
Guatemala,7AjcJrynzHWlawo87kafY2,2020-12-24,2021-01-12,19
Panama,4Oun2ylbjFKMPTiaSbbCih,2020-08-07,2021-04-14,231
Peru,0wmYFlVkmGVUtfcY1r0SrP,2020-06-09,2020-06-10,2
Taiwan,06Iu5v6cPYTwNYVxTLseQb,2017-12-04,2017-12-04,1
Panama,0COzrx37049Dzru93E0Uhc,2019-08-25,2020-05-17,252
Poland,3SUZOgGWN3Y28fw9NYo6au,2020-11-27,2020-11-30,3
Denmark,3krZxyBsWEHfEfJegYaWTd,2021-04-23,2021-05-06,8
Latvia,2tnVG71enUj33Ic2nFN6kZ,2019-09-09,2021-08-20,596
Austria,7GXztuTdC9BzBxp6QTc9XZ,2018-03-02,2018-03-13,9
United Kingdom,1V7bZ9gEIwFQpm8yGxRHNA,2021-07-02,2021-11-20,105
Bolivia,1j6xOGusnyXq3l6IryKF3G,2018-05-11,2022-02-11,1171
Global,7LCElzlYw3myTHvC2MQWve,2020-08-07,2020-08-07,1
Viet Nam,6m1TWFMeon7ai9XLOzdbiR,2021-12-16,2022-02-11,42
Malaysia,1NgCWYuBLfqBDA3b8MgSVU,2019-04-05,2019-04-05,1
Uruguay,29iNhnoFkQBvOlUKn2io14,2018-04-21,2018-04-26,5
Costa Rica,4Pe8xNpIPm0Wx8M8QW5Nn7,2020-08-21,2020-08-21,1
France,1zNGngJpT00C7fMRTwcJhQ,2022-02-11,2022-02-11,1
Global,3xkB3FONm2ZZKUpo5NRYGa,2021-04-29,2021-04-29,1
Dominican Republic,18MrnIPHsQsurEtqHmIeql,2018-09-12,2018-09-20,9
Portugal,3cqPu20DGTGUoZtbJH2Dmi,2020-01-25,2020-06-25,150
El Salvador,2Oycxb8QbPkpHTo8ZrmG0B,2020-11-27,2021-05-13,58
Taiwan,0XPsOSYzDJZJArevQNm2AR,2019-05-28,2019-07-11,45
Norway,6YUTL4dYpB9xZO5qExPf05,2020-06-01,2021-07-30,93
Bulgaria,2mvabkN1i2gLnGAPUVdwek,2019-12-24,2020-12-24,2
India,6Uj1ctrBOjOas8xZXGqKk4,2021-08-11,2022-02-11,185
Czech Republic,1nO67wic65N413c11zKxM7,2018-04-21,2018-04-24,4
Peru,6KeweE0BlXx3AtjMKhBLaz,2020-06-12,2020-12-29,199
Ireland,1FBi1YWCAxlRmfuUbMINqO,2018-11-09,2018-11-12,3
Spain,7lAK3oHbfEnvUQWosrMMpR,2020-04-24,2020-04-26,3
Brazil,15kdyHRNcHSCTRjvHvmqrs,2020-07-03,2020-09-26,85
Bulgaria,2YMCSqTmBTtcYA8dyUCvbT,2021-05-07,2021-05-07,1
Romania,5YRFttxjAEgm2nq5Z2tlqK,2021-08-29,2021-09-01,4
Romania,3LgB6VOPYNZ6ADmCi0p8nt,2020-03-27,2020-03-27,1
Thailand,4pi0USy7lqjuW7DwpDQJdZ,2017-12-29,2017-12-29,1
United Kingdom,54X78diSLoUDI3joC2bjMz,2017-02-13,2017-02-19,4
Switzerland,5ChtVY22XWHIpSgPtZZ6wB,2020-09-25,2020-12-17,79
Denmark,7MCMdI90pcAWXaR3JIjwgV,2018-02-18,2018-02-20,3
Honduras,1VA0QtG2DXGF4k6fYz70PE,2020-07-19,2020-07-23,5
Uruguay,6NfC2FKfsfzuLIF4lThw0A,2020-05-29,2020-06-04,7
Singapore,6OcCk1dbAb7XNHsC098oEM,2021-06-10,2021-07-07,26
Panama,0QDta1nPijqfQnn9UhMRby,2017-11-03,2019-04-18,460
Hungary,5AsE3mi5T61eFkiDiedw7v,2017-05-05,2017-05-05,1
Czech Republic,2Y4CSF0GEyGxs6iaFoEPBE,2019-03-20,2019-04-12,12
Canada,7ikkUWdCqtyEGgSPyVxePq,2020-07-24,2020-07-24,1
Norway,2B9wgj9XzbJZLty03PRbVo,2019-08-30,2019-09-03,4
Poland,2plLJpUcYPFrl1sW2pMG63,2019-10-11,2019-11-24,45
Austria,55CHeLEfn5iJ0IIkgaa4si,2020-03-22,2020-06-11,82
Indonesia,3RauEVgRgj1IuWdJ9fDs70,2019-08-23,2019-09-04,13
Saudi Arabia,3YMVfmMpfEYsrkKJBiMqEZ,2020-09-08,2020-10-03,26
Finland,72RLsqERCZToZQNMNVoF1t,2019-02-15,2019-02-17,3
United Kingdom,2BSbCCbaSCzkOEZa6N5901,2019-03-08,2019-03-08,1
