region,id,top_position
South Africa,1NKilzEyipTC34AHEMnKAl,177
Colombia,7fODjB7BrQTGqh0hogW6XD,2
Estonia,7qq0EOPW4RRlqdvMBmdd73,59
Bolivia,6aommJFM8i3iT4inKuDSXh,105
Greece,2EGJB8bDbbxtvSgJQLwqK7,92
Lithuania,74iZuPGwyL33VlTr6jTnab,9
Portugal,7fsNNSLGG8Wi0nFbufCU6L,117
Argentina,0sPTfDSZgE3KvcvqaKPtEx,121
Poland,6N6fGhFsmi9OW3yXVI43QN,182
United States,50a8bKqlwDEqeiEknrzkTO,34
Mexico,4ZplewvZRLFcfBa5uyBbhd,32
Czech Republic,4olGJwvRE6LJgbWQzdcUEt,66
Finland,3gPxMQWDMSEyPXMtzbcDdQ,99
Greece,1M4OcYkxAtu3ErzSgDEfoi,19
Mexico,7uMBJGgc3QWdDQWBtBoPzj,153
Sweden,0QRUcpqcBZbtLdeG7Eyzyp,132
Austria,0lz508NS4kmbsT5wzvaeNP,14
Hungary,3VqeTFIvhxu3DIe4eZVzGq,6
Ukraine,1dQ32IL15vMx214sNNBaJI,71
Ireland,747eWJy8c3u09N30NSqSTp,163
Mexico,4fFgpzgSkmn3wajioLBPOr,63
Netherlands,5g5D6I0pNlYSCX49PFCc1A,108
Iceland,5ud4C9PMcwOUnkk4AVE25V,152
Costa Rica,4Ws314Ylb27BVsvlZOy30C,40
Colombia,0VjIjW4GlUZAMYd2vXMi3b,10
Germany,7AAcQMV6Uw3YXt9TTx4b6r,35
Bolivia,7HMmFQsKsljwTw8bS7lu19,58
Ukraine,1QoG0Yqz1onMsdbOibZVke,186
Germany,7uH27oIt4a6cIFCA8ZPcyG,66
United Kingdom,05eSfuRkkgRB4fs4Zt1EIc,62
Global,01JMnRUs2YOK6DDpdQASGY,119
Brazil,4ROlUJ7OwNCF9lXflywOeC,174
United Arab Emirates,1sAcYqiUbqZrV7v4n5Uple,195
Belgium,5p9ufaI7TwrlXtmiKCz3q3,87
Netherlands,7yAPLrkN9xvCADoEHImLMh,168
Austria,3B4etxytImrRKQgV3XHjnR,185
Netherlands,521Os1SMlxmsoevsqyjNmJ,63
Greece,5G5cIbfw4wQy5nt2MwfilN,110
Panama,6mICuAdrwEjh6Y6lroV2Kg,1
Finland,5FObEZUEZTgmcH6Xg2GDSs,48
Turkey,37JOtIWgKtaIKMSfe8psZX,99
Uruguay,5saUoeceT2zau6ScmU77e6,52
Spain,4UEd4q4IHbj12G58IPNZJz,197
Indonesia,5Ojd4SytPvwpTtajKhy0fb,90
United Kingdom,3ltYJpvukgAb9hLpCLoDOm,136
Austria,1UXyQicTgZI4PT4zflpodi,88
South Africa,4hReBdgEVU5e6f8juSDxsh,17
Philippines,6FuGJB290AQMAHTfjOYVaK,14
Czech Republic,1mRfzhDsWg4l6VO0YUJl85,8
Norway,40YcuQysJ0KlGQTeGUosTC,112
Morocco,5N8htWcwGU84nFmGvyKLdw,25
Malaysia,3Dwq1oiOFys6Sxr5SslmXw,126
Germany,42IJg0IhY6oqOJlMZiYsle,68
Malaysia,0md12GKBGH8ZuLG2fTfGUz,78
Portugal,41hwbZ1yF705MxJ7H9bwEu,156
Finland,2a76uhIfkukavLPN98mSau,62
Germany,5qqv4URvG8fvCtCbEG7sL4,128
United States,5VQpJ2AY2iMzrRZKgcvNjh,171
Germany,3errULxUJsWssvWrskLeXH,171
Austria,6jN4agD77Hbv1u7jEOv6Gg,57
New Zealand,1ZvBVbsaNqHEP6ymXaPGlj,32
Lithuania,4pdPtRcBmOSQDlJ3Fk945m,8
United Kingdom,61sqsOPon94ecMskeEXwev,165
Ireland,4xEHlCgoKd4RdrS79OPn9y,145
"Korea, Republic of",6F2wRUS8oe71Hs9O58dMKb,35
Switzerland,0B8B8cVRFIG1yznoQe7c9s,66
Canada,62uolmVjOio9xIfwDM1ZvC,60
France,4Jetvfhp8WfXO6t64dgeOM,198
Czech Republic,1lLuhJSggOEPVfSgfa9r2n,187
Global,2ShRJbppDksFugwquBFyjx,129
Brazil,44ADyYoY5liaRa3EOAl4uf,122
Peru,466cKvZn1j45IpxDdYZqdA,87
Iceland,4HvAuJCKXEm9qEC96dR4NU,190
Taiwan,3ZCTVFBt2Brf31RLEnCkWJ,2
Ireland,66TRwr5uJwPt15mfFkzhbi,113
United States,7o3Mcis1uKcYDuuJD1W0Rm,194
Greece,3MvY2XbGYFi6p2dgmdcOYG,42
Canada,24Yi9hE78yPEbZ4kxyoXAI,1
United States,5TY8TK26gzqUcVLSymvNx9,178
Norway,78q4ESvMkPVJzHAV11LAGE,104
Honduras,04JVwAItboGpDhDgC4fNta,170
Austria,1XyDSivUUm9qUDdElw6stG,197
Norway,3TeBDiwz0qrBJAFATBcmTx,109
Netherlands,1RA3cTcU9xGnT5GNi6y7dO,97
Malaysia,5pvVAwQbuFoR7LkcicrKnk,100
Finland,0UhHcjj188ztFHZnrQniv4,84
Japan,2ZlCGeK30BLRNSPC832pNZ,70
Greece,2aPTvyE09vUCRwVvj0I8WK,81
Romania,6UUzt6LPtVNwy8l6jqu9C9,145
Singapore,437eNQXusBT4q9q3f34oW9,33
Morocco,4saklk6nie3yiGePpBwUoc,4
Panama,24NuEDgyRIljwSyY0lsr7b,56
Taiwan,5cRKj1kynNFqiliT2ndZ3y,67
El Salvador,03ibjS9THnSH58twjvOkoo,19
Austria,4Lwi3F00837XS2N4BRaikx,127
United States,6bQfNiqyCX7UaQSvVVGo4I,13
Finland,3JR0ducCexKbeK47g6AHm5,71
Lithuania,2HBzep8jkRwRzdp0ECdvAT,33
Czech Republic,0vHvSJkW6UO1GX2XO7i8lP,70
Dominican Republic,48XfojJC87VKLlUotYV0Gm,84
Spain,0U8WdltGpu3OC0ma9yLmjX,96
Indonesia,6oDX7N6VnXSyLdyGsDP5jV,112
Russian Federation,3azoxTFg5ecLJHHuqpx1yM,199
Hungary,3dYD57lRAUcMHufyqn9GcI,98
France,7bQNJrKt0DWkFM0jGy6o6U,77
Netherlands,052B4Xlu9LKhmxKl2zW24P,26
Ireland,021oUsG0NYI7YuJK6c0ecG,135
Austria,5ug4vqGZ3eisGhY1IsziNX,64
Denmark,542Xd5qDeLBvgXZXhfW7LE,162
Philippines,21YnmkSDhUkmkkni22Svc4,21
Taiwan,2GxItcqsVBFX2ZdZL1WO1y,30
Denmark,2jW0MuNkctmqajdnoNZvyg,17
Denmark,5qN4HFkapdAOV94XPryVof,61
Nicaragua,5KbBGUpIZd6gVFUU8tqYiQ,10
Switzerland,51Gj7QV1S482b5g9jRU4zc,4
New Zealand,1PSBzsahR2AKwLJgx8ehBj,9
Taiwan,1j8F9ibpDx8r8891lWqTGv,56
Lithuania,7jzldCBnJjpJM3epzJ85KE,37
"Korea, Republic of",4d79iPe88TzFewhFk2vrcy,70
Netherlands,4NzMOnvSJVNKF7nw5NkXIP,7
United Arab Emirates,0UzymivvUH5s8z4PeWZJaK,109
South Africa,6o79O9qBP3OAkWOXajAQIS,94
Czech Republic,5BK0uqwY9DNfZ630STAEaq,145
Belgium,1Qg9jWGDkKAGZXj5v2OG59,52
Slovakia,2FhEj9lvEIaJihjFprRrGt,184
Switzerland,1ezjFgjNnCf57TW1sacWBH,54
Poland,4AO1XhrgJczQ9bNVxdfKQe,25
Philippines,42m3eP1JJhtzffal9B136J,165
Turkey,7vY61fgst55b7Kq8tkCT9x,64
Denmark,2xZgxgWoy06VPVdB2aZJYQ,99
New Zealand,27SdWb2rFzO6GWiYDBTD9j,54
Luxembourg,1YHjRAptXqPdsdx3g6FNJL,34
Austria,1eyzqe2QqGZUmfcPZtrIyt,185
Chile,2RVrdr062uLFxXwIxwdXPH,11
United Kingdom,2He3NOyqtLNE3RQPpeDdSb,109
Portugal,1SymEzIT3H8UZfibCs3TYi,185
Norway,0UTHr20nqVFMoji8xYE9yl,150
Hungary,6HdM7gzXVgcpepv276raog,165
Sweden,12mGwph2YzDIlChtq3EdXP,129
Hungary,2GUMnvJq9GUWH5d9XRgTeP,126
New Zealand,1fipvP2zmef6vN2IwXfJhY,31
United Kingdom,5pVbLYTdihSKd8Kylfhwa7,180
Canada,3xgT3xIlFGqZjYW9QlhJWp,156
Singapore,0vxPY5zo69nPxKmmRRx2fQ,145
France,3pcB3aPdqHBTo0sgz7Lp0w,130
Sweden,7lgA34nFXxjqQgyLkPUcLv,101
Norway,3mRcWCyteY2133a7xVMrYw,174
Costa Rica,0k4d5YPDr1r7FX77VdqWez,99
Czech Republic,5GvHOV4zJVKAM4dbBmLXF9,39
Colombia,0mQD5ilmghCieAw6E6YFrd,119
South Africa,7IP0lO9tHfNwBWZ9X6TJ84,81
Russian Federation,6zFMeegAMYQo0mt8rXtrli,98
Lithuania,0pQfBRHS9LTPn3CzuCR3Mp,52
India,4qQGNeDc8ODQirpH5GS218,145
Czech Republic,1zv5ce0HHLD90EByNsgBfD,91
New Zealand,0DMVrlMUn01M0IcpDbwgu7,77
Lithuania,46D0hYb1B7qiU33VtXt21W,43
Singapore,0w1ZtnzQmtmuuoKxHT0pLL,133
Portugal,40FLJc17FMZaPmCQEEZgB0,67
United States,10lgpgAGhQBv0WqcrzGM7D,30
Peru,11EnQRgRMJwMAesfkB5pnu,12
Finland,4i5kWdmEvnjZS6b98UDaxq,75
Israel,1zB4vmk8tFRmM9UULNzbLB,61
Italy,47vSu4hr01kEXnCeCt08Au,48
Taiwan,5zrULwyeQ7fQEcbXBiG3MG,76
Paraguay,7vNf4bAA3DqgTsvM0s0ecI,95
Nicaragua,3YeImruYgPnQtn4QgHqi04,15
Japan,4QpX8CApLs7cGmmR5y3dAV,109
Hong Kong,2uky8kvKSJISz6GP8Pvcy8,72
Peru,00i0O74dXdaKKdCrqHnfXm,135
Canada,0bAkKNCQfWkexHFn7fIKns,1
Costa Rica,4XaG9IpCXklOcuau1sIrUX,198
Czech Republic,1My0Hfu5dTCbYisBk9ZRGr,92
France,5TbZa7p2QSHNtt9j6hEyxN,68
Switzerland,5f5r2N4Lp9WoULWPH9zp2W,62
Mexico,1iCJrfkx5U4DtmkazBSYVG,123
Hungary,6bsERSsjVL4Cpt0e2t77Vx,2
Hong Kong,1E6DEDWDKHoOW0fcFuDghV,88
Greece,2MbdDtCv5LUVjYy9RuGTgC,29
Estonia,11P4sSu6BH2lAbWk1sL6cK,55
Slovakia,45S5WTQEGOB1VHr1Q4FuPl,38
Norway,5b1YzhUaqOCYbCRLsXzdIe,95
Guatemala,0PabDDMMzwmn9cfJsfes7W,75
Indonesia,1Hy1CBFRXYvFL7eJT5MLlG,2
Malaysia,2scLi5f2sqC3NFUCSohDdA,142
Taiwan,2qxmye6gAegTMjLKEBoR3d,11
Canada,2CJ6CRzuRQd46asE1ucuVD,196
Sweden,615vw74T1NebV8pKoutm2J,52
United Kingdom,1fah1uAs7HeTYDlNftKr3K,85
United Kingdom,2z5lEb3g0FFLSqdRN0sIN9,168
Taiwan,226vJxilUt1B3dKv6HPzXw,119
Guatemala,1bRpSCFv6P2OUhciByeRYR,13
Israel,4R2kfaDFhslZEMJqAFNpdd,37
Spain,2xGWmq36THIoLaMXm5SVAw,69
Guatemala,1trFxVLL8WKhYap543e74l,135
Ecuador,5cepAtqnEQ6yVG6088zMMu,21
Thailand,19VIBTwlLTX2SKK6e3erAf,108
Sweden,22BH6K8RlpwNzIINvWS4Jj,82
South Africa,6lanRgr6wXibZr8KgzXxBl,61
Greece,2wOXxtHZgRkkrkEbKLzzqs,37
Hungary,0usLRFLmYXYahKNgXxsuJc,92
Finland,2rsjucDgwo0boCzEXcZZpX,41
Hungary,3NdDpSvN911VPGivFlV5d0,2
Japan,2mvabkN1i2gLnGAPUVdwek,52
Saudi Arabia,3B4etxytImrRKQgV3XHjnR,48
Czech Republic,2374M0fQpWi3dLnB54qaLX,82
Ecuador,5IjOqh4XLyjHINuOGolmAt,100
Thailand,7HzvvhTmfzvD1dV4F7MIcm,147
Slovakia,1iCJrfkx5U4DtmkazBSYVG,47
Argentina,0tMSssfxAL2oV8Vri0mFHE,138
Switzerland,5bCDNKUxQgQM7b7OfQqmvD,130
Latvia,0H4ugk6rhnXmTl47ayy9O5,23
Turkey,21jGcNKet2qwijlDFuPiPb,65
India,0GL6RXWrHnGLNA9ES4LFpd,27
Thailand,4uqh9bualXNHXXwO2wPorc,84
France,3N18UD3tL8TPKsiUWN9YRR,162
Spain,7lR4UmEDJ1ngczVX2NiNi4,31
Malaysia,0Oqc0kKFsQ6MhFOLBNZIGX,153
Latvia,7txPE73wHbuXYkM1h8zNrG,27
Austria,2Ysi49tRdVH74d1Cnc4o94,94
Spain,4y9zcPRGkl0qKph5SHPM80,133
Brazil,4u7EnebtmKWzUH433cf5Qv,81
Norway,6b8Be6ljOzmkOmFslEb23P,20
New Zealand,1qCmZnC1FUpNgOydIzqIPC,126
Japan,6SznMYPQJHzr3IwsAHLId2,37
France,4G8TxX2MtGhuCc6FKpycJd,9
Mexico,1mWdTewIgB3gtBM3TOSFhB,158
Italy,0w1ZtnzQmtmuuoKxHT0pLL,191
India,2pAP7p17mLPaMiFSSHDMrp,49
Philippines,1gm616Plq4ScqNi7TVkZ5N,12
Ecuador,6fNJm8sYmCBbmkKpKgTReA,19
Taiwan,5I5oyzEMqhKtR7sbNplPXK,49
Singapore,1XnpzbOGptRwfJhZgLbmSr,3
Sweden,1mFdADJrIdTRCSG5AwCdIC,126
Belgium,03aduXwm6cTqO9bb4XFQ2b,36
Mexico,5S9dNXHgWOIuSvRNqsezA6,95
Austria,0PEwVF6TStGXMTnQMAk9kl,16
Mexico,6ECp64rv50XVz93WvxXMGF,138
Belgium,2aPEzxqs3LorV1ZqIE7If7,96
Canada,2c5D6B8oXAwc6easamdgVA,170
Sweden,1WpQu8U3quBeGnhpZn0r7N,65
Finland,3Efe1BgNSiMVEy3fRPd7tM,154
Dominican Republic,4w8niZpiMy6qz1mntFA5uM,1
South Africa,25sVYpu1A1pkziBjh9WzGy,17
Spain,5dITA6jTX7f1gHwEAyS3YZ,90
Brazil,2poOAWEj1CStqTVPgIHZ8s,61
Canada,7mzHEzbsl5iOvBRuXwReZU,36
Indonesia,0oa8iBp955nL1KUV8GCED4,80
Czech Republic,6ezN93aDJTIbw5G1rerNPR,11
Switzerland,1qrJ1PR7FCE1zUi7meMC9D,181
Israel,1xE480pK36N4igNuy54LlB,104
El Salvador,57Ba26w9eoXx8BBUNgRNLV,32
Netherlands,739vCwA3EpBSkk3uDsI2wB,179
Philippines,0pobQmvHou3syiOi6DRqiC,144
Denmark,29fRTIKsJhLUJoldM89GZS,35
Finland,7xHWNBFm6ObGEQPaUxHuKO,84
India,4cbdPT6uaBOgOQe3fLMofl,32
Argentina,2fOjendzUzepHwR9QrVyYF,55
Romania,2UD3rAVLdtbIsw5PfgbC6c,164
Austria,4imwzIKE4hypf2Xq2T0slV,84
Sweden,1UZOjK1BwmwWU14Erba9CZ,130
Japan,5Fla3zyOCcIRqrDoKLU0DP,56
Japan,0cH0jgGkp1R6v9111ovxHr,143
Global,57crda5Lx9OVaYCzb4Wrnd,37
Spain,5Fim1gaXBgsiFfsQAfQSDS,60
Panama,3dVvWnj4D8JGkKvo6Hucso,102
Italy,5199MjG86tGUeJgW9oW6L8,64
Global,2NHSYwGkAvPHzCinY0KwXo,149
Panama,3qmvK8QARSPkFTuKeIXSbs,123
Italy,7nAfXgeHfDO50upcOjJOaq,100
Romania,1yHdZ9S6rBlNPH3LDNMy2P,83
Estonia,6WrI0LAC5M1Rw2MnX2ZvEg,2
Global,42CeaId2XNlxugDvyqHfDf,16
Germany,21ownMQ51Jqlv8si9CTI6R,26
Brazil,0oedablcYzQ0RMqCrJkuTR,123
Global,0Xek5rqai2jcOWCYWJfVCF,18
Canada,29ZXwWOOLz9t5fa3eT3i7T,54
Portugal,38yBBH2jacvDxrznF7h08J,57
Czech Republic,4n7jnSxVLd8QioibtTDBDq,33
Czech Republic,23jEeXRyrjFbfs2Q8tBwdI,49
Austria,0ezwvY7TkCwDEkKR49084k,189
El Salvador,1mWdTewIgB3gtBM3TOSFhB,116
Uruguay,0nbXyq5TXYPCO7pr3N8S4I,53
France,7cCqaMDMBGJ0atmLuEsrjQ,150
New Zealand,0jdny0dhgjUwoIp5GkqEaA,31
Australia,2nUJvBO87SkxCViQsLc9Zr,30
Hungary,20rAsi0BCATtA4XQQLo7Zi,8
Canada,7jtQIBanIiJOMS6RyCx6jZ,128
United States,5uLZ3YIQGC0mOk6q3lJ6Ng,160
New Zealand,22An65gG31JLf9n18qjdhZ,16
Germany,40FC3ZqDiSw3QYH5da1GUI,41
Brazil,3pIigjAWkzwAonXpJ1fmSF,181
Estonia,7y9iMe8SOB6z3NoHE2OfXl,45
Turkey,5BK0uqwY9DNfZ630STAEaq,121
Lithuania,6SwRhMLwNqEi6alNPVG00n,6
New Zealand,0MoQI1EZGSHLhd5UBdxPol,181
Ireland,0Kt0khTz1EzjtaQI8A339S,111
El Salvador,0YejfHh813VEeRs22sfAzw,144
Viet Nam,37ZtpRBkHcaq6hHy0X98zn,25
Belgium,2OALaHcDdKkjYEpAr0Qzab,9
Turkey,5HnGkcz5cGbJRRDe0648f9,18
Dominican Republic,29KkQi7wKF6IdOjwU8infb,1
Paraguay,3IMLoeLerS7TMpKjxUgAhx,176
Hungary,08Bo3D8B7krvdkQKaAT7Oa,156
Global,2tOOcDDYkh0PSjr6GwPEAJ,124
Germany,NA,103
Global,34i4yxPrHWquuR4kjiivFO,168
Slovakia,2bllegdYt2WoYdbRZyJ730,18
United States,7eYAHC0RbBF9eaqWzT34Aq,10
Iceland,0z8hI3OPS8ADPWtoCjjLl6,47
Taiwan,4NhDYoQTYCdWHTvlbGVgwo,104
Hungary,2FY7b99s15jUprqC0M5NCT,2
Latvia,5NlUfFPL2z3RWAXy8NcRs8,32
Romania,0xu6C4vGdyVynJVbeBD8EL,26
Denmark,3QqJ44HiM84iyZS0G2IKIP,164
Poland,67fRHOlaYQQFG67D9DkdnW,92
Lithuania,1gnwGVoG7V08vMX3hyr90x,35
Spain,2BxzmBb2uqwnpyVuJqIIV9,80
Dominican Republic,2fHOqQ9K6eY0wsbVZiYZPw,129
El Salvador,63yOvxSAB02K45KDnZscS0,86
Spain,46O3cuACJQRpOUmGMj1a8g,71
Norway,4TWflhgevIGo448fWc6mQq,132
Saudi Arabia,1rqqCSm0Qe4I9rUvWncaom,159
Belgium,6u9RqxALwkjJ1ukB1y8vuP,146
Malaysia,5humEOJehpAwMJEJmb0JJ2,108
Romania,0f9HsRT1e7J7t6WgRe3MST,140
Brazil,2D13ouGidILQGRVnihYuCF,41
Italy,6aNIlLxN1xMNi5XH4Di6NP,111
Turkey,0HRJuQWEBNczQtI1V3SkMV,194
United Kingdom,1JClFT74TYSXlzpagbmj0S,84
Taiwan,2K7vkuSRDsrPhPUgdaBGuv,121
Italy,6pdrM0LfvkJ3bvkiLClLXb,75
South Africa,1Yk0cQdMLx5RzzFTYwmuld,75
Ireland,6ZNw9Cnc85OeHZrjMAZJfY,102
Hungary,1QUuqPaTbBjFOvYjzq5Lso,147
Argentina,1jcAZRfufvi67KWnwRmizE,23
Finland,3IcObWyN8xrzVCkJGX4o0N,3
Chile,19CAKZdXVNyZrfmF60RAj3,61
Argentina,5mMRgTxoeBjEAZdBjPGvaC,145
Turkey,4tJa4Vbru9vnEj1IV9aaX1,53
Brazil,2OpBganfGk2GVdSlRdxzaX,133
Global,76nIlhb7sx9W9ceQKVKreg,142
Romania,0gGfmw4csswZmFPj9YK8GW,81
France,7pKIJN5rpBkJJ7kCP75meo,67
Bulgaria,1R6VwZ8TuHRzxZUxe88n4I,15
Norway,1K2509CPLcuYDyM7ModAt7,119
Poland,45S5WTQEGOB1VHr1Q4FuPl,19
Lithuania,4B6XjmOWI55np7y4MUTXDu,118
Turkey,4zNW7KOWqhuM6jP0IfD9ED,97
New Zealand,7pdF27mSDuPWhppnHAmWHa,19
Saudi Arabia,7zLYKWcXnYeHHWidalz7rj,197
Colombia,6sna5KCgNbt1ciZtVJCjzx,135
Japan,5N61UhnB7krCVaThWoWN8s,110
Viet Nam,2xtP8RNbo2BEMzLX7tK7aq,33
Taiwan,38g51kuJygv20mG5ebZ5av,180
Italy,5U9vDn0Qc40G1gPerXmIKT,194
New Zealand,3pIigjAWkzwAonXpJ1fmSF,48
Slovakia,4pBhTGnL5N5KqsyqU58jee,165
United Kingdom,0vsrvBFFKrkyBWzrKADVkT,68
Estonia,3kGfazcbVvVkuZunzlLgTD,40
Hungary,6zegtH6XXd2PDPLvy1Y0n2,89
Paraguay,2Q7KYjCv7XaLc0KRGY9m50,32
Panama,2vBET2pmrQqafaS6zIaYta,40
Peru,6ZxAXxQ1XfUg4N4J3S6HaC,179
Thailand,6F9yDb4e33URT8BaO3Gw6s,62
Lithuania,5B0kgjHULYJhAQkK5XsMoC,14
Dominican Republic,5MFzQMkrl1FOOng9tq6R9r,27
Austria,0exZ0YogJPbjGzblpcZaw7,149
Austria,7F9oCEKbqjN99cV5HpvYER,57
Romania,665AK0ovB11McZRwfa852G,161
South Africa,3GRSqlALWISqLeNncZMbpX,41
Denmark,3N8eUlyIK7AabNS81U0xnu,45
Greece,27RYrbL6S02LNVhDWVl38b,45
Turkey,39Shd0A8AL4jZ7bmuvEWAu,77
Turkey,4CFYUqMwzV3ENIeLEpj2MU,22
Taiwan,0Nhu3zSYbEz32IYiobV75e,19
Ireland,2EVv4Vxu3HGPr32CQecgHx,120
Dominican Republic,0QetVR4wwvyiTezQeFNdeZ,24
Slovakia,1I55Ea0zVoSKs6MqW7DQ3i,199
Lithuania,3bidbhpOYeV4knp8AIu8Xn,30
Slovakia,49zM81Vlmx1S46mmaaRSBw,188
Australia,6PYnUsNEpYC7A4BS2sjw3L,35
Honduras,2ARqIya5NAuvFVHSN3bL0m,68
Germany,5XgoQ1NCIBweeAgdCwcTN8,180
Panama,1LhMopPAallLeaeNutqbgS,110
Finland,3FDrI0FLKzrYQiWxPhqV2W,67
Turkey,77pFHFviVrb2iOP2gMFDNf,37
Sweden,4rJcxFOljjd2sqfgIjksTI,15
Poland,0SJ7vFES0Lj6pnumh3DhCe,83
Turkey,5CLGzJsGqhCEECcpnFQA8x,77
Netherlands,64beYF3smsdBEaoQ0XvTT3,57
Singapore,3anNizayrIeuVv3Mb2KnIR,57
Latvia,7tbZDgRFirJGbC9cdz0ucF,41
Saudi Arabia,381kyofsIJKajRfX9iKLs8,25
Panama,4g9vewQ4Abogig0nBJQN1g,64
Norway,6xFHL0UzZT7iKU77bAu5os,74
Portugal,70oMCOsct6BRKyPnhViMk6,109
Belgium,43Ar9NZjimnPOD2ljy8jcA,176
Hungary,1dg3qy5DjoJodawfOCgrTP,128
Austria,5P8EPCYTLW2bR4PanlvEpI,5
Greece,0fjo6T9cJLm30M2Etjkpth,17
Costa Rica,7CtbxAGq2P0jtYh6SH9DMR,71
Chile,6G4U9avyBNEfP0fAIduev3,119
Dominican Republic,2yZax79pOrYuyIFVW2cZY2,158
Bulgaria,1rgnBhdG2JDFTbYkYRZAku,1
Sweden,7scaGxtCcY0wR5NFRk2VIs,91
Romania,7Lvia65hnEybyNffeaXIpL,45
Paraguay,6o4Gciys1ZIOQ2kDGnvKdm,18
Iceland,44gRhRi2OhEf7moAUj6MD1,45
Denmark,4nMlau89VAjmV7agkl7OY3,40
Norway,2GY30sRduLyBQQHkTDDpK9,45
Sweden,6TqXcAFInzjp0bODyvrWEq,63
Germany,6bhgpD7OkCATudfKJ50JB6,177
Germany,77fvnWALKJR0ws1VUx09CY,154
Costa Rica,7aV2mflaASUmGhCErm7kBO,114
Spain,4mHWKpS85gKqatE9x8C6CY,156
Hungary,14uX9zyWAdKhKc4QWqez1Y,64
France,7s25THrKz86DM225dOYwnr,64
Israel,2fOlBMkWR7lXJfqp5VTbDG,184
Honduras,44ADyYoY5liaRa3EOAl4uf,193
Hungary,7M2tXmeS15NAzEn7ABFeBg,150
Honduras,3a1lNhkSLSkpJE4MSHpDu9,60
Costa Rica,3LoNDgFKiaFYSyzhNESwo3,109
Philippines,2PTQBDNpLnjix9Dsa33d8l,200
Finland,5FHPHRPD7lQ5G0gaFYOGte,158
Thailand,0KCSJzsQVxkloxoT7dyrqV,162
Costa Rica,1SOClUWhOi8vHZYMz3GluK,118
Honduras,7j4OmvkjRz0PrjFADlHfQx,100
Finland,4uDhts78RdwIDjEqPrYVKp,22
Poland,3Gjyy1dzQnT2dLUG04Btjk,13
Peru,3OeYgrFYUOSyA3XOWBCaLS,39
Slovakia,4XLu3tTSZiPFVC9mmuR6Zp,76
Romania,0k1WUmIRnG3xU6fvvDVfRG,2
Canada,6Uekkm0MOVT4WznQy0ktVR,97
Greece,4uHNAZVg3fHqcUj2W3TOlk,18
Peru,1O34fFJyV7djSqRtOuRSVh,165
Taiwan,3nVPr3wSy56cc5LeNHJm9K,132
Brazil,5mCPDVBb16L4XQwDdbRUpz,78
Greece,608yxSWu2eBBz0xieqY70v,11
France,2gsNpSn7VvvJuSrIDfRoYy,59
Dominican Republic,6nsLzJfvp5OLd4mgqUJkpq,28
Australia,7mldq42yDuxiUNn08nvzHO,25
Austria,6ZNo7Vi0TE9ul1fhKd4S1M,36
Panama,2UDMeklpmOfq8L6wI75ysa,148
Thailand,0JQPxSYL6alc9UvsPvBoFA,51
Hungary,30QRKfHBopZn6UNqqSJQ9O,83
Saudi Arabia,4JUPEh2DVSXFGExu4Uxevz,12
Ireland,1pfgsjmxVZhoZpeDx6POKv,67
Norway,3zuMEteRKyQCujA5CiS1jl,90
Global,7bCfHiRcfUjG0YVVNUL7Ve,145
Netherlands,0CzeAbfKFnxnWjwo5iYiCG,148
Greece,5yY9lUy8nbvjM1Uyo1Uqoc,1
Malaysia,0DuWDLjriRPjDRoPgaCslY,56
Belgium,69UfXSOLronhkUh4q3v20g,68
Germany,6PZaNvcth74ko7Ld0vB8Gm,191
United States,2ya9d4B06EQ8Fpj5SSqiTH,88
Germany,6H7L6N0tvtdlKATwR71y18,147
Viet Nam,7unqgXVmp0iFt6ZW465opZ,37
Netherlands,26KJQ9y0G4lbsTKvOgHcgX,122
Colombia,5UWwZ5lm5PKu6eKsHAGxOk,126
Philippines,4AFwnrH5atiJoAd5xS5QtR,143
Malaysia,5bMHrigI1EAmZdiyRzKoQi,103
Greece,2y3mrzWEWaAFqb2jf5fED8,109
Belgium,7iZVBT6LV32t4l00p73VAw,19
Belgium,0ct6r3EGTcMLPtrXHDvVjc,17
Portugal,5a6pdCHlWS2ekOOQ70QnAr,200
Bolivia,203uubEQA07to1kbro35qQ,103
Argentina,3DarAbFujv6eYNliUTyqtz,60
Nicaragua,466cKvZn1j45IpxDdYZqdA,40
Austria,4LAWlXLfXGgLBVsEJasi3m,136
Mexico,6IK6ltyraU1WrC586feemA,114
New Zealand,5g1cV8vAkt1ihjwlW8DWrF,148
Canada,0jiW3PNiHJxOhWh9oPBJ7m,106
Sweden,3NuK5xMlSlB6K2Qp16zf3h,7
Malaysia,4U6BNYzKPDiMzDq84w67B0,189
Iceland,306WUkRfn7AfWDwZz3SyCn,44
Hungary,5knuzwU65gJK7IF5yJsuaW,1
Switzerland,1OAiWI2oPmglaOiv9fdioU,51
Belgium,3UYiU57SMiAS5LqolhHJw1,86
Singapore,4kKdvXD0ez7jp1296JmAts,15
Finland,7Lbxvt42JsNSKVCaN63qhD,21
Netherlands,1SIlkZtDh4TXmDMyQtUU7U,123
United Arab Emirates,5u1n1kITHCxxp8twBcZxWy,4
Italy,6UjfByV1lDLW0SOVQA4NAi,101
Israel,0S6TvBqAEtRgCRpZt9xkCk,200
Germany,5MPd7GzOkGRoFBaSqmqiSL,58
Slovakia,5qqabIl2vWzo9ApSC317sa,126
Canada,4Dbn05LNVX5giGbgbz5fdQ,114
